,,12/31/24,Outbound Calls,,,,,Inbound Calls,,,,,Revenue,,,,,,,,,,,CAC,,,,Single Jobs,,,,,,,,,,,,,,GBA,,,,,,,SOLD ESTIMATES,,,MANPOWER,,,,,,SOLD HOURS,,,,,,,,,,,,,,,SJ<$100,,,,,,,Recalls,,,,,,,SJ Repair %,,,,,,,SJ Repair Avg$$,,,,,,,Opportunity TO %,,,,,,,TO Conversion %,,,,,,,Conversion $AVG,,,,,,,SJ MKTEstimates,,,,,,SJ MKTE Conv %,,,,,,,SJ MKTE Conv $,,,,,,,Airflow PRJ MIX %,,,,,,,AF PRJ AVG $,,,,,,Equip MIX %,,,,,,,Equip AVG $,,,,,,,SVC PRJ %,,,,,,,SVC PRJ AVG $,,,,,,,Tech Count,,,,,Sales Tech Count,,,,,Installers Count,,,,,Techs Term,,,,,Sales Techs Term,,,,,Installer Term,,,,,Clubs,,,,,NPS,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,08/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510801.BAKERSFIELD HVAC AOR,07/01/23,01.BAKERSFIELD HVAC AOR,,,,,,,,,,,"$235,402",,"$355,460",,"$41,747","$25,497",,"$523,618","$590,862","$590,862",160.2%,"$35,452",392,601,,59,,59,0,,367,367,,380,219,220,439,439,127.3%,"$3,990",$935,$191,$116,"$1,346","$1,346",125.9%,"$775,202","$775,202",23.7%,439,5,4,0,29,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,30,271,,138,163,,301,0,0,,0,,,0,47.46%,27.63%,,34.70%,25.91%,,30.30%,$602.58,$475.47,,$553.89,$428.70,,$502.18,54.24%,30.53%,,2.28%,65.00%,,33.71%,28.13%,18.10%,20.27%,40.00%,19.58%,,20.27%,"$27,114.78","$12,759.95","$17,066.40","$8,509.50","$17,677.61",,"$17,066.40",,,,,,,,,,,,,,,,,,,,,84.17%,70.43%,76.11%,,,,,"$30,361.17","$12,725.94","$17,326.43",,,,15.83%,25.84%,21.70%,,,,21.70%,"$17,132.00","$19,844.50","$18,940.33",,,,"$18,940.33",,2.19%,2.19%,,,,2.19%,,"$3,822.67","$3,822.67",,,,"$3,822.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510801.BAKERSFIELD HVAC MKT,07/01/23,01.BAKERSFIELD HVAC MKT,,,,,,,,,,,"$276,347",,"$166,790",,$0,$0,$0,"$443,137","$443,137","$443,137",19.2%,"$26,588",,0,,0,,0,0,,0,0,,0,,,0,0,,"$7,676","$9,266",,,"$8,206","$8,206",41.6%,"$419,373","$419,373",,54,1,78,1,57,2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43%,,0.00%,,0.00%,,0.00%,,,,,,,,36,18,54,54,54,,33.33%,16.67%,27.78%,,,27.78%,27.78%,"$10,951.86","$4,392.72",,,,"$31,555.73","$31,555.73",94.57%,89.35%,92.61%,,,,,"$29,038.56","$37,256.25","$31,567.08",,,,5.43%,7.19%,6.09%,,,,6.09%,"$15,000.00","$12,000.00","$13,500.00",,,,"$13,500.00",0.00%,1.30%,1.30%,,,,1.30%,,"$1,153.04","$1,153.04",,,,"$1,153.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510802.FRESNO HVAC AOR,07/01/23,02.FRESNO HVAC AOR,,,,,,,,,,,"$52,611",,"$106,355",,"$25,795","$9,577",,"$123,594","$158,966","$158,966",116.8%,"$9,538",254,207,,46,,46,0,,172,172,,177,107,116,223,223,80.0%,"$1,144",$601,$241,$83,$713,$713,146.0%,"$231,538","$231,538",7.6%,223,2,2,0,10,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,36,138,,69,105,,174,0,0,,0,,,0,19.57%,22.03%,,34.58%,9.48%,,21.52%,$627.90,$957.88,,$986.51,$559.00,,$890.54,41.30%,27.12%,,1.87%,56.03%,,30.04%,21.05%,14.58%,16.42%,0.00%,16.92%,,16.42%,"$11,177.50","$9,164.71","$9,896.64",,"$9,896.64",,"$9,896.64",,,,,,,,,,,,,,,,,,,,,29.52%,77.46%,60.12%,,,,,"$6,600.00","$12,220.40","$10,614.57",,,,70.48%,17.50%,36.66%,,,,36.66%,"$15,755.00","$13,803.00","$15,104.33",,,,"$15,104.33",,3.22%,3.22%,,,,3.22%,,"$3,979.00","$3,979.00",,,,"$3,979.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510802.FRESNO HVAC MKT,07/01/23,02.FRESNO HVAC MKT,,,,,,,,,,,"$96,624",,"$79,837",,$0,$0,$0,"$176,461","$176,461","$176,461",15663.0%,"$10,588",18,5294,,2,,2,0,,1,1,,1,3,,3,3,375.0%,"$2,543","$3,629",$0,,"$2,941","$2,941",4176.8%,"$242,048","$242,048",41.5%,60,1,37,1,34,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,2,1,,3,,,3,0,0,,0,,,0,0.00%,0.00%,,0.00%,,,0.00%,,,,,,,,0.00%,100.00%,,,,,33.33%,,100.00%,100.00%,,100.00%,,100.00%,,"$25,400.00","$25,400.00",,"$25,400.00",,"$25,400.00",36,21,57,57,57,,22.22%,19.05%,21.05%,,,21.05%,21.05%,"$5,792.33","$2,897.33",,,,"$22,447.33","$22,447.33",30.53%,31.81%,31.11%,,,,,"$29,500.00","$25,400.00","$27,450.00",,,,56.71%,57.02%,56.85%,,,,56.85%,"$18,266.67","$15,174.67","$16,720.67",,,,"$16,720.67",6.98%,5.05%,12.03%,,,,12.03%,"$12,324.00","$1,273.29","$2,654.63",,,,"$2,654.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510803.VISALIA HVAC AOR,07/01/23,03.VISALIA HVAC AOR,,,,,,,,,,,"$44,926",,"$93,541",,"$4,597","$6,282",,"$127,588","$138,467","$138,467",266.1%,"$8,308",173,260,,32,,32,0,,140,140,,141,77,96,173,173,200.0%,"$1,404",$663,$60,$65,$800,$800,98.5%,"$229,641","$229,641",81.9%,173,2,2,0,11,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,27,118,,58,87,,145,0,0,,0,,,0,15.63%,16.31%,,24.68%,9.38%,,16.18%,$281.00,$383.87,,$372.47,$350.78,,$365.50,53.13%,21.99%,,3.90%,46.88%,,27.75%,29.41%,25.81%,27.08%,33.33%,26.67%,,27.08%,"$14,098.60","$9,939.88","$11,539.38",$300.00,"$12,476.00",,"$11,539.38",,,,,,,,,,,,,,,,,,,,,0.00%,40.99%,27.50%,,,,,,"$8,771.00","$8,771.00",,,,99.40%,59.01%,72.31%,,,,72.31%,"$13,916.67","$16,834.67","$15,375.67",,,,"$15,375.67",0.20%,,0.20%,,,,0.20%,$250.00,,$250.00,,,,$250.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510803.VISALIA HVAC MKT,07/01/23,03.VISALIA HVAC MKT,,,,,,,,,,,"$136,470",,"$42,756",,$0,$0,$0,"$179,226","$179,226","$179,226",157.2%,"$10,754",13,10754,,1,,1,0,,0,0,,0,1,,1,1,,"$4,135","$5,345",$0,,"$4,371","$4,371",,"$136,470","$136,470",,41,0,17,0,13,1,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,1,0,,1,,,1,0,0,,0,,,0,0.00%,,,0.00%,,,0.00%,,,,,,,,0.00%,,,100.00%,,,200.00%,,80.00%,0.00%,0.00%,0.00%,,0.00%,,,,,,,,32,8,40,40,40,,21.88%,12.50%,20.00%,,,20.00%,20.00%,"$4,264.69","$2,250.00",,,,"$19,308.75","$19,308.75",17.88%,7.02%,15.29%,,,,,"$24,400.00","$3,000.00","$13,700.00",,,,82.12%,90.05%,84.01%,,,,84.01%,"$18,678.33","$19,250.00","$18,821.25",,,,"$18,821.25",0.00%,0.70%,0.70%,,,,0.70%,,$251.20,$251.20,,,,$251.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510804.PASO HVAC AOR,07/01/23,04.PASO HVAC AOR,,,,,,,,,,,"$50,350",,"$278,267",,"$11,567","$13,989",,"$303,061","$328,617","$328,617",,"$19,717",49,1038,,19,,19,0,,114,114,,115,72,62,134,134,,"$2,650","$2,420",$161,$226,"$2,452","$2,452",,"$450,266","$450,266",,134,1,1,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,11,54,,45,20,,65,0,0,,0,,,0,42.11%,52.17%,,36.11%,67.74%,,50.75%,$331.35,$373.60,,$416.21,$338.16,,$368.70,42.11%,43.48%,,,93.55%,,43.28%,25.00%,32.00%,31.03%,,31.03%,,31.03%,"$23,733.50","$9,231.93","$10,843.21",,"$10,843.21",,"$10,843.21",,,,,,,,,,,,,,,,,,,,,9.12%,63.81%,55.28%,,,,,"$4,311.00","$8,589.84","$8,375.90",,,,90.88%,36.19%,44.72%,,,,44.72%,"$42,967.00","$15,429.30","$19,363.26",,,,"$19,363.26",,0.00%,0.00%,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510804.PASO HVAC MKT,07/01/23,04.PASO HVAC MKT,,,,,,,,,,,"$12,135",,"$48,080",,$0,$0,$0,"$60,215","$60,215","$60,215",,"$3,613",,0,,0,,0,0,,0,0,,0,,,0,0,,$296,"$2,185",,,$956,$956,,$0,$0,,63,1,2,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,22,63,63,63,,14.63%,31.82%,20.63%,,,20.63%,20.63%,"$1,606.80","$4,331.36",,,,"$12,397.62","$12,397.62",0.00%,11.02%,8.80%,,,,,,"$2,649.00","$2,649.00",,,,100.00%,88.59%,90.89%,,,,90.89%,"$4,045.00","$10,648.25","$7,818.29",,,,"$7,818.29",,0.31%,0.31%,,,,0.31%,,$189.00,$189.00,,,,$189.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510805.SALINAS HVAC AOR,07/01/23,05.SALINAS HVAC AOR,,,,,,,,,,,$0,,"$21,546",,"$2,938",$759,,"$17,849","$21,546","$21,546",,"$1,293",,0,,0,,0,,,31,31,,32,23,9,32,32,,,$673,$128,$84,$673,$673,,"$93,599","$93,599",,32,0,4,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,18,,13,5,,18,,0,,0,,,0,,43.75%,,43.48%,44.44%,,43.75%,,$285.38,,$314.53,$212.50,,$285.38,,21.88%,,,77.78%,,21.88%,,14.29%,14.29%,,14.29%,,14.29%,,"$1,895.00","$1,895.00",,"$1,895.00",,"$1,895.00",,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,,,,,,,,,,,,92.44%,92.44%,,,,92.44%,,"$16,500.00","$16,500.00",,,,"$16,500.00",,7.56%,7.56%,,,,7.56%,,$674.50,$674.50,,,,$674.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510805.SALINAS HVAC MKT,07/01/23,05.SALINAS HVAC MKT,,,,,,,,,,,"$16,116",,"$96,882",,$0,$0,$0,"$112,998","$112,998","$112,998",,"$6,780",,0,,0,,0,0,,0,0,,0,,,0,0,,$520,"$6,459",,,"$2,456","$2,456",,$0,$0,,46,0,2,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,15,46,46,46,,22.58%,20.00%,21.74%,,,21.74%,21.74%,"$1,097.29","$2,504.40",,,,"$7,158.20","$7,158.20",0.00%,0.00%,0.00%,,,,,,,,,,,100.00%,100.00%,100.00%,,,,100.00%,"$3,223.20","$10,764.67","$8,071.29",,,,"$8,071.29",,0.00%,0.00%,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108ADMIN,07/01/23,ADMIN,,,,,,,,,,,$0,,$945,,$0,$945,,,$945,$945,,$57,,0,,0,,0,,,5,5,,5,,5,5,5,,,$189,,$189,$189,$189,,$0,$0,,5,0,,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0,0,,,0,,0,,0,,,,,,,100.00%,,,100.00%,,100.00%,,$189.00,,,$189.00,,$189.00,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,07/01/23,,,,,,,,,,,,$0,,$0,,$0,$0,,,$0,$0,,$0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,$0,$0,,0,0,,0,0,0,,,,,,,,,,,,,0.0,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
